Series Name,Series Code,Country Name,Country Code,1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,United States,USA,50.962,51.979,51.785,52.196,50.988,49.382,47.738,47.512,47.896,47.542,47.133,45.669,42.794,41.025,40.849,41.298,41.869,42.797,43.835,44.348,45.361,45.782,46.476,41.218,45.182,45.986,47.232,46.271,46.073
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,Uruguay,URY,32.016,36.687,34.095,32.703,30.238,25.434,25.21,26.759,30.108,29.532,31.76,33.073,34.195,33.735,36.704,35.411,34.56,35.014,32.59,30.857,29.061,29.773,28.617,23.73,25.551,29.771,29.823,29.715,30.439
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,Uzbekistan,UZB,21.821,19.299,19.253,20.031,20.736,21.244,21.779,22.44,23.068,23.316,23.757,23.442,23.609,22.868,24.07,24.008,23.69,23.521,23.477,23.379,22.575,22.131,21.677,19.773,20.463,21.742,21.994,22.067,21.957
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,Vanuatu,VUT,53.348,53.552,53.84,53.339,54.276,55.492,55.211,55.176,54.962,54.086,50.799,47.178,43.218,38.055,37.074,36.098,35.137,34.18,33.268,32.36,31.413,30.419,29.457,30.875,31.23,29.46,29.418,29.331,29.24
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,"Venezuela, RB",VEN,26.65,26.777,24.194,25.024,25.385,21.956,20.435,22.016,26.443,26.395,26.309,26.432,25.903,23.898,23.196,22.302,20.33,20.108,19.87,19.689,18.93,18.773,18.306,14.958,16.09,15.602,15.932,16.363,16.218
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,Viet Nam,VNM,63.645,61.569,58.922,54.882,58.229,56.57,54.005,52.745,52.416,52.073,51.719,53.377,55.07,53.533,50.632,49.405,51.242,51.571,51.503,49.583,49.08,49.398,51.271,46.208,40.349,39.387,37.643,37.641,37.801
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,Virgin Islands (U.S.),VIR,29.624,29.458,29.677,30.243,29.981,29.821,29.298,29.751,30.056,30.871,31.247,31.096,29.039,28.829,27.149,25.752,24.702,24.288,24.575,23.842,23.892,23.572,23.737,20.016,21.795,24.31,25.337,25.533,24.941
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,West Bank and Gaza,PSE,5.412,5.335,5.291,5.291,3.797,3.568,4.211,3.994,3.802,4.406,4.691,4.746,5.091,4.301,4.604,3.675,3.168,3.966,4.637,4.289,3.792,3.163,3.498,2.758,3.504,4.719,..,..,..
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,"Yemen, Rep.",YEM,15.937,16.612,17.304,16.109,14.97,13.903,12.89,11.944,11.058,10.219,9.431,8.689,8.002,7.371,5.997,4.887,3.962,3.227,2.6,2.561,2.537,2.57,2.575,2.425,2.556,2.494,2.479,2.451,2.39
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,Zambia,ZMB,28.376,29.678,29.64,29.618,28.92,28.064,27.28,26.459,25.656,27.192,28.798,30.455,28.131,25.781,27.813,29.837,30.202,30.606,30.958,31.342,31.734,31.439,30.589,33.167,31.191,29.669,31.206,31.133,30.946
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,Zimbabwe,ZWE,40.833,40.071,39.418,38.936,38.655,38.637,38.884,39.214,39.269,39.272,39.191,39.265,39.431,39.635,39.901,40.505,41,41.346,40.755,40.116,39.393,38.63,37.867,36.539,36.834,33.325,36.119,35.937,36.074
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,Africa Eastern and Southern,AFE,48.057941277878,47.801850375055,47.4897587226033,47.3206674322719,47.1600465839632,46.9746128490462,46.8121817138085,46.869159851725,46.9395877698706,46.7238902101565,46.4341190111567,46.1454245133667,45.5838359504513,44.8977102348365,45.4288266275622,44.3139337216221,45.9714434793506,44.5883484809623,44.0499325403616,43.4083575802086,42.6283878454207,41.8655284198057,41.1817906503338,40.0203313501595,40.1578416436416,40.465247934664,43.4627694823087,43.4116105518973,43.4518840246366
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,Africa Western and Central,AFW,59.662425168163,59.162766362529,58.5529606967773,57.7905509528791,57.2493686974687,56.7600844032967,56.0552499531054,55.4037583046587,54.5265133179391,53.5822050898466,52.7152284744394,51.8012894935821,51.6891171560699,50.8300156279648,50.6755139985055,50.0602858145295,49.4009259866702,48.7080621361791,48.1020956979928,47.411689521601,46.1976084507841,45.2400724122897,44.2202906114977,42.2854848119212,43.3643928161119,44.8623748242031,47.0235582366785,46.9486998093502,46.8709249408887
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,Arab World,ARB,12.2515309093615,11.9765797712758,12.7418938887453,11.6682907285182,11.105367545499,11.8679151382012,11.6445974818999,10.9887037968305,10.6492849739373,10.2785040056881,10.2293196955588,9.72789140195248,9.48363212517009,8.95341383436598,8.50780213903477,8.05506240733601,8.29268847276024,8.46756043935625,8.86790327666726,8.73666515297273,7.99535190879948,6.53025897198644,6.18024691272617,5.53362658334228,5.98774906364666,6.24584455913128,6.54457536001048,6.39547267927471,6.30915572305044
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,Caribbean small states,CSS,25.3339913559214,25.2596957780399,25.3178496913077,26.4718388514243,26.87460763722,26.6393980824507,26.7878356463812,28.4056633246074,28.9029755318436,31.3110998632152,31.1695953401934,31.3616826703967,29.6758652086239,29.1271554794296,27.9147953063118,28.4502489834524,28.4995121544146,28.6241159989175,29.006233062324,28.1484946569102,28.0904890438351,28.0046248284577,27.9925427256107,23.1192450129194,25.2815879495396,28.6434542901121,30.1776202367123,30.4420221715455,30.2226531993681
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,Central Europe and the Baltics,CEB,24.9350785736678,25.3437984225899,23.8675369702405,23.2978449251124,22.1201295940262,20.5443490892021,19.8546486065458,19.4420929540752,19.6278235099995,20.9079790702602,21.8151190587964,22.1840533966316,20.7565116308663,20.326790237047,19.0428918837858,19.0367638622177,18.6651317599406,19.9496808605779,20.7186751725797,21.8355198420695,23.538293292542,24.000019376185,23.9576728711779,21.4303984542644,20.5965131502502,21.251376114391,21.6504962503527,22.0709373848869,22.1547483691647
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,Early-demographic dividend,EAR,25.750635206795,25.772308906878,25.7697664339158,25.5171431407943,25.062848641708,24.8518681141852,24.5749508921431,24.1793711019618,23.8728725266392,23.493792884618,23.1821249797362,22.6931352127815,22.3571197732797,22.1494983216674,21.793243247648,21.6177222004253,21.3254940906908,20.7246293064266,20.202806096897,19.6430898562878,19.3303840097661,19.0199551439341,19.3173724289498,18.2359956546322,19.5129802438073,20.4218481045673,21.2007871442364,21.2915711673381,21.261274005055
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,East Asia & Pacific,EAS,57.7429369496711,56.1467865978474,54.8370979541488,53.8491706646336,52.716533244184,51.6145122017772,50.5524557802281,49.9701570912965,49.0848890274288,48.5711437106757,48.0637956104215,47.1844349404522,46.4090190410628,45.7430361247188,44.8362413117876,44.2460372670796,43.4333222431774,42.7561130057074,42.1306847786551,41.4906423041542,40.9253502981062,40.8334881336421,40.7588488877158,37.7351201161684,38.2401221009431,38.8560420058912,38.7083788690014,38.7470431873841,38.5404031310534
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,East Asia & Pacific (excluding high income),EAP,59.3793960601288,57.7578828678062,56.3537157094249,55.1944640480423,53.9040185973505,52.6935591599745,51.527377710868,50.8329071742774,49.8131469176651,49.2649813150157,48.7807809859427,47.8630166243931,47.1419413717439,46.4507105196667,45.4713644680326,44.8971210360755,43.9638620054987,43.2058897459522,42.4835701417307,41.706007619499,41.0555014728581,40.7519186866203,40.5818887993315,37.4061226782943,37.7876418546152,38.3492343320804,38.1603672947469,38.2146374781807,37.9556040207308
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,59.1955901017717,57.5608051243413,56.1518394021392,54.979223734775,53.6796018951539,52.4565945990203,51.2803468711817,50.5800160262711,49.5522315335677,48.9937160275134,48.4963098159272,47.5626885338859,46.8263496018664,46.1172386750096,45.1199943073469,44.5265747458025,43.5717621798422,42.7903034579728,42.0451894498648,41.2585116994148,40.589363917056,40.2697982236436,40.0972509314971,36.9128783891554,37.2936990474011,37.852242396187,37.6694872018397,37.7381011416501,37.4879158213562
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,Euro area,EMU,30.2348474055495,31.2160208508668,32.1208944719049,33.1285435090487,33.5934647548518,33.5235942642266,33.4476058258799,32.934053927713,32.5915227082987,33.1164746766238,33.9697238074985,33.8408603786886,32.3057713322931,31.0230654583621,30.6500417864095,29.4781749361678,29.2901440617923,28.9904836585121,29.3502008613708,29.9070873666794,30.9199228727636,31.4684019241336,31.9148422769658,29.6992836451243,31.598520376728,33.5459533133349,34.2809863203801,34.0801194926474,33.9492658917891
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,Europe & Central Asia,ECS,31.5567964904312,31.1028048700169,31.7661246432796,31.8453507714981,31.540064280146,31.5789062774964,30.8736943421923,30.3833393913872,30.412950562455,30.7279407479854,31.2280764836397,31.2929454659247,30.2650193331661,29.6476175635025,29.6116570897473,28.8326693238534,28.8872411318702,28.8259441837429,29.1197396352442,29.4631401804403,29.7377827085872,29.7935642127992,29.8727974799568,27.7651353716406,28.5065594425774,30.0759021060966,30.6151053930404,30.8564008022583,30.8665321330355
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,Europe & Central Asia (excluding high income),ECA,30.4240127466484,29.5420505781045,29.5020327811381,28.1908160058151,28.0372325462573,27.9938041482095,27.3399516868404,26.3686060729714,26.4261674430813,26.4055566381929,26.1531821500023,25.733449311592,25.3294794508154,25.4252772607308,25.6160751781194,24.876562092457,24.9093075675305,24.576352163303,24.9105192094344,24.8946136524597,24.8182545654309,24.6854975132829,24.3871742331202,22.0119050929662,22.8725167449845,24.3228912815052,25.2300146600433,25.9603510823329,26.1659054372225
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,29.1520984385069,27.7937553112562,28.4880740211647,28.0004433455987,27.3954175548435,27.4552329751717,26.5244838117941,25.9822581722967,26.3716907422599,26.4907346431839,26.9296742638748,27.0741770999523,26.4635494991071,26.2731864343398,26.3625453194001,25.4378661519439,25.4783558365335,25.1260286429736,24.9810509450258,24.9901184674845,24.8376672272872,24.6159960593048,24.4388775606504,22.2955642056873,22.6874141372789,23.1195251093788,23.9677225517593,24.7945314224282,24.8977977402566
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,European Union,EUU,29.2574786777465,30.1604248611947,30.4315696759564,31.1881671631503,31.1774809959672,30.6982571562263,30.4690805234034,29.9606051544697,29.8024274804584,30.6108864313403,31.5252849600378,31.5832880163427,30.1657760258671,29.2011583970919,28.7309238232469,27.8756981276869,27.7283407816633,27.8173334673852,28.3283493260308,29.0268847750116,30.1650225905183,30.7580802041645,31.1194436458148,28.8241561499694,30.1752545147328,31.830199959479,32.5487761207851,32.5067832822486,32.4411517440935
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,Fragile and conflict affected situations,FCS,49.3635012338995,48.9097499940161,48.3904621408699,47.8636149763905,47.4231265238262,46.8768765587245,46.3422366715561,45.8650588612137,45.4472661976852,44.6932985105031,44.0150430648932,43.3644959747895,43.0569666829014,42.3227990877376,42.0606676647532,41.5329496997768,41.2644878439941,40.7211555230029,40.3084748438964,39.4763461715898,38.3723707777939,37.6925456258387,36.9196010944428,35.0706294535226,35.4673143708631,36.2968723315764,39.3572753919479,39.3479241168275,39.4250750875949
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,Heavily indebted poor countries (HIPC),HPC,49.3595534799485,49.157568360119,48.9003324871785,48.8021786502286,48.7772301033736,48.6297687135935,48.4167229509875,48.4023769447516,48.3868053640622,48.0847584562318,47.7561079057985,47.2727212197998,46.6526546833686,45.9335437951841,46.2149581331915,45.0178051469103,46.1780661710143,44.666653698983,43.9397540617978,43.286278086231,42.4897961291916,41.8567745386825,41.1023774809029,39.9923909252277,40.3515389974228,40.1777646525059,42.3011055399819,42.3543890527352,42.2892964580775
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,High income,HIC,38.0435946148912,37.8754052852782,38.2222164614271,38.7683718640685,38.3032642876649,37.8467202364201,37.0557620908794,36.9034016023318,37.1118029080953,37.2580561348319,37.4731677115789,37.2147448690402,35.5094376055312,34.6237534965029,34.5570238995491,34.2668254253623,34.6286055666146,35.0137770140093,35.5270705640484,36.0779534031343,36.6327648491849,37.2369452252106,37.7145406171071,34.607266547869,36.6128569701325,37.873422619439,38.3797842616687,38.0128197468086,37.9689647830315
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,IBRD only,IBD,38.9375828623439,37.8987364407721,37.2151004629221,36.514880893789,35.6946778475417,35.1143848581025,34.4487089545552,34.0770145682192,33.7517749379872,33.1971604827789,32.6574104004888,31.7862472816382,30.8474705503744,30.009012101377,29.123934118947,28.4522713733347,27.6841919129311,26.9425822663264,26.2241363547937,25.51375779388,24.972816556643,24.4349408858389,24.2849208128107,21.9074318338022,23.0382442859311,23.8317263094584,24.3915081368326,24.7118172262697,24.6424539305692
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,IDA & IBRD total,IBT,39.6655628829151,38.8536293969877,38.2000874586493,37.5298155456173,36.9311387548625,36.5175396994408,35.9704071084027,35.6156423935864,35.2957584545,34.8033921817219,34.3776609712779,33.731660305728,33.1468884914449,32.6139566664935,32.0748416120147,31.4700323848717,31.1286692089731,30.3743157431128,29.6961408287118,28.9994609408963,28.4944937180003,28.1342084773053,28.0985368736172,26.3482931297093,27.5098069208706,28.4174593265007,29.3157439379487,29.4620961402102,29.4750981460732
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,IDA blend,IDB,41.9441839427172,41.3926465701585,40.2072791398814,38.8742608721562,39.1828234845275,39.6566993518352,39.361528763393,39.0834332626748,38.7008324093049,38.2141230195464,37.5995957220098,37.1546997360488,37.678809264774,37.4148305849285,37.3450232829162,37.0560397845818,36.7828123826368,36.8565707166723,36.4108751879253,36.136071306426,34.9056519423969,33.9333244111551,33.7976738198562,32.277615182841,33.2732225280258,34.5086661148229,36.5110422641778,36.488270552929,36.5798701592221
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,IDA only,IDX,42.1738810661474,42.2791933663997,41.9632178169215,41.7207780950346,41.6454907578806,41.5013872242527,41.3277765405488,40.946542830661,40.6122695097085,40.2937106937887,40.3191050950694,40.3673456885701,40.4857981249574,40.8219982575618,41.1180158301333,40.2453548058922,41.1418666666158,39.499129787029,38.4287874480244,37.1712847177235,36.8210101636378,37.0176361398898,37.0669483084418,36.8059073908888,37.829861624307,38.5494144468081,40.0288314774673,39.5998019463746,39.5716155585763
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,IDA total,IDA,42.0945956808847,41.9719195358823,41.3528034955741,40.7283730141807,40.7839642787198,40.8547552155894,40.6376073869125,40.2911800676106,39.9386806970901,39.5601957178403,39.3586283306319,39.2313447985597,39.4931426629501,39.6182782280822,39.7884572600233,39.1258018824432,39.6176647915876,38.5788989663634,37.7289964875137,36.8140152769503,36.1631184604048,35.9623531199163,35.9515282726708,35.2625619391171,36.2751667465142,37.1667905414116,38.7869475364392,38.4878492943675,38.495243321648
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,Late-demographic dividend,LTE,55.069704061024,53.3412021509859,51.9755618947635,50.8166962354812,49.9403878543936,49.1239954036314,48.065432817191,47.6924630078961,47.3345611890118,46.7485869048567,46.3699573563307,45.6680469218216,44.7877131901275,44.1312728794384,43.2526075918213,42.5258614162138,41.8956991640572,41.2854835294685,40.3943147115743,39.4593334020651,38.9315606412347,38.721090834588,38.2881821444772,34.6569583145463,35.6430040929223,36.6860833389204,36.5893149638355,36.9330107674395,36.7598990418911
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,Latin America & Caribbean,LCN,34.282086925207,34.2206496994324,33.7802976958985,33.5384341645811,33.5068382963071,33.2290902316443,32.9817808817093,33.2260513058112,34.1276479939753,34.3912796952426,34.6608121040333,34.5185203902902,33.5343827879023,33.2688865455311,33.0384459924359,33.3940186041599,32.6526780563579,32.1185391049127,31.2960031116192,30.460964801236,30.4234681061488,30.759809066698,31.1960675122121,26.7751884394759,30.2566836895773,32.2868060756163,32.7735065181029,33.0500349492337,33.3178342633751
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,Latin America & Caribbean (excluding high income),LAC,35.177407600168,35.0733013246486,34.8097675768128,34.5204941527938,34.5036937142265,34.4523940655637,34.235242027921,34.4124935308244,35.1153995411051,35.4049942729318,35.6735534119944,35.4790735702412,34.4884449904654,34.2910938630188,34.0472182025507,34.4422977093299,33.706865069752,33.1476729989694,32.2700456841646,31.3843308615563,31.3635206688007,31.7048061318865,32.2012193851108,27.7843432578071,31.5179507442143,33.6297554964827,34.178912250294,34.4615073320783,34.7922633985213
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,34.589365883956,34.5086858302661,34.0348240846857,33.7699871015789,33.7180306153871,33.4258470954706,33.1510273563587,33.381455925365,34.2800654693686,34.544014023953,34.8175079457175,34.6606667459611,33.6149102920975,33.378420570001,33.1477260060491,33.5075538337349,32.7495749210538,32.1993368494082,31.3488623996797,30.4963836359206,30.4467423160129,30.7826213688773,31.2248393525422,26.7721642792298,30.2972525340577,32.3552138535812,32.8531950764715,33.1391679939481,33.4095150517358
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,Least developed countries: UN classification,LDC,43.725402600643,43.6392427777443,43.43395527619,43.2415187471848,43.2154348169199,43.0822542170774,42.8827960939717,42.5699691026217,42.2373551435474,41.9269828421767,42.0911785320279,42.197315084421,42.3502599165302,42.6904531861265,42.9340134234357,41.9800587623691,42.7760750443062,41.0211621504078,39.8676329033913,38.5702002427026,38.1731373938165,38.4998966925492,38.7017968854245,38.4579034442493,39.6461100863899,40.4635130560413,42.1913126738742,41.7512664028634,41.7293038907967
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,Low & middle income,LMY,40.0133445449801,39.2218006359275,38.4910979839317,37.7503878384578,37.1447659005153,36.7126700084951,36.1727293898919,35.7698875353715,35.3510283034259,34.797676376067,34.2777402972398,33.5364276645072,32.930204559618,32.3574716064829,31.756288368751,31.1155143868963,30.7256977013185,29.9760278243043,29.3217265165831,28.6269527321856,28.1488709104717,27.8243988592386,27.8365658985149,26.1439938113351,27.3898905064425,28.3236815477112,29.2602236089937,29.3715292052195,29.3773867609637
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,Low income,LIC,45.1115171556197,44.7435189829195,44.4868905638484,44.1509657557587,43.7750139730012,43.4407704417384,43.11290587716,42.9154400027005,42.6403989619405,41.9203091812119,41.1798334260297,40.5318599177381,39.9404839386411,39.3013971243949,39.8617968203294,37.9845962655797,39.9116590158755,38.6909937279717,38.5954489204043,38.2380860491451,37.863191798618,37.5587273740845,37.2397074455935,36.9644511102177,37.3214729517279,36.9996874572034,39.8423696626756,39.4451836480141,39.4048120068886
